Project Name,Type Name,Status Detail Name,Status Name,Project Date,Company,Country Name,Location,Other,Plant,Project Link,,Technology Name,Unit Base Name 1,Latitude,Longitude,Major Injection Amount
CASTOR CO2 from Capture to Storage,Capture,Plant in Operation,Completed,2/1/2008,ELSAM - Elsam Power,Denmark,Esbjerg Power Station," Tested in a pilot unit capable of treating 0.9 tonnes of CO2/hr.Capture: Esbjerg Power Station; Storage: four sites (Spain-Mediterranean, Austria-Atzbach, Netherlands-North Sea, Norway-Snohvit)",Esbjerg Power Station,https://cordis.europa.eu/result/rcn/47842_en.html,,Amines,Tonnes per Day,55.45437622,8.453642845,22
Yates Oil Field EOR Operations,Storage,Injection Ongoing,Active,1/1/2006,Kinder Morgan,United States,Pecos County west of Iraan,"Kinder Morgan delivers approximately 1.3 billion cubic feet per day of CO2 through about 1,300 miles of pipelines.",Kinder Morgan,http://www.kindermorgan.com/business/co2/yates.cfm,,,Barrels per Day,30.920613,-101.935292,"20,800"
West Texas and Llano Pipelines Power CCS,Storage,Developing Infrastructure,Active,1/1/2010,Trinity CO2 LLC,United States,Permian Basin Region,"Trinity CO2 controls the CO2 pipelines for West Texas and Llano Pipelines. Their main CCS activities include pipeline developer, CO2 marketer, and CO2 aggregator.  The CO2 is used primarily for EOR.",Anthropogenic Sources,http://globalenergyobservatory.org/geoid/40300,,,Tonnes per Day,31.927655,-102.212316,"1,000"
ULYSSES Sequestration,Storage,Site Characterization,Active,8/1/2008,Providence Resources,Ireland,Kish Bank Basin,Conceptual study has been completed and the project is feasible. Project would store CO2 in Kish Bank Basin.,Commercial Source,https://www.offshoreenergytoday.com/ulysses-gas-storage-offshore-ireland-economically-and-technically-feasible/,,,,53.321801,-5.809636,
Turnu EOR,Storage,Injection Ongoing,Active,12/1/2008,OMV - Austrian Mineral Oil Authority,Romania,Pecica,"The project is separating CO2 from CH4 on surface, and reinject back into deeper reservoirs for EOR. The project is currently conducting a feasability study. Up to 150,000 cubic meters per day injected.",Gas Separation Process,http://www.co2club.ro/docs/2008.Spencer.Florian.COCA.pdf,,,cubic meter per day,45.871514,22.053591,"150,000"
SWP Development Phase - Farnsworth Unit Ochiltree Project,Storage,Injection Ongoing,Active,10/1/2007,New Mexico Institute of Mining and Technology,United States,Ochiltree County,This project seeks to injection approximately 1 million tonnes of CO2 into the Morrow Sandstone (part of the Farnsworth Unit of the Anadarko Basin in northern Texas) for the purpose of EOR activities.,Arkalon Ethanol Plant and Agrium Fertilizer Plant,http://www.netl.doe.gov/File%20Library/factsheets/project/NT42591.pdf,,Not currently specified,Tonnes Total,36.260007,-101.009301,"1,000,000"
Sunrise LNG Sequestration,Storage,Planning,Active,1/1/2014,Woodside,Australia,offshore Timor-Leste/Australia,The Timor field holds about 5.4 trillion cubic feet of gas. The project will take natural gas and convert it into LNG.  Currently considering if they will convert to LNG on a floating platform or ship natural gas via pipeline to a land-based plant.,Sunrise LNG Plant,https://thewest.com.au/business/oil-gas/woodsides-sunrise-lng-project-could-be-left-behind-as-east-timor-looks-elsewhere-ng-b88780136z,,,,-8.945793,126.429718,
"Salt Creek, Monell, Sussex Unit EOR",Storage,Injection Ongoing,Active,1/1/2004,Anadarko Petroleum Corporation,United States,Sweetwater County,CO2 is piped 125 miles to the site and is sequestered about 579 meters into sandstone reservoir for EOR in Salt Creek and Monel reservoirs.,Commercial Source,http://www.uwyo.edu/eori/_files/co2conference08/jason%20gaines_anadarko_eori_co2%20casper%20may%2029%202008.pdf,,,Tonnes per Day,41.514815,-108.615272,"5,480"
Rangely-Webber EOR,Storage,Injection Ongoing,Active,1/1/1986,Chevron,United States,"Rangely, Rio Blanco County","Continued carbon dioxide flooding and drilling of more wells helps maintain production at 14,000 barrels a day. Cumulative production of 860 million barrels makes the field the most prolific in the Rocky Mountains in 2005.",LaBarge natural gas processing facility,http://www.uwyo.edu/eori/_files/co2conference12/rory_rangelycasehistory.pdf,,,Tonnes per Day,40.14480209,-108.9541397,"3,562"
LINC Energy - Wyoming EOR,Storage,Injection Ongoing,Active,11/23/2011,LINC Energy,United States,Glenrock,"Linc Energy has commenced the injection of CO2 into its first well in its Glenrock, Wyoming, oil fields. Linc Energy expects to recover more than 80 million barrels of oil. CO2 will be delivered at a rate of 1 to 3 bpm.",,http://abnnewswire.net/press/en/70683/Linc-Energy-Limited-(ASX-LNC)-Commences-Enhanced-Oil-Recovery-with-Injection-of-CO2-in-Wyoming-70683.html,,,Tonnes Total,42.847634,-105.973604,500
Judy Creek EOR,Storage,Post-Injection Monitoring,Active,4/1/2007,Pengrowth,Canada,Edmonton,CO2 injections will continue until second quarter of 2009 and monitoring of operations will be from 2009-2010.,Judy Creek Gas Conservation Plant,http://www.canadiancleanpowercoalition.com/files/2912/7360/8189/ST3%20-%20enhanced.pdf,,,Tonnes per Day,54.570961,-115.520025,164
Japan CCS-Tomakomai,Storage,Injection Ongoing,Active,1/1/2009,Japan CCS Co. Ltd.,Japan,Tomakomai,Plans to develop a carbon-capture business and seeks to lead a project to trap and store pollution from coal-fired power plants in oil wells in northeastern China.,[commercial source],http://www.japex.co.jp/english/business/innovate/ccs.html,,,Tonnes per Day,36.08712387,138.0771027,548
Ecofisk EOR (Pilot),Storage,Site Characterization,Active,1/1/2015,ConocoPhillips,Norway,offshore Stavanger (200 miles),The project will conduct an investigation of alternative EOR processes having potential application in the giant Ekofisk chalk field.,Commercial Source,http://www.co2.no/download.asp?DAFID=42&DAAID=4,,,,56.549197,3.209986,
CarbonNet CCS Project,Storage,Developing Infrastructure,Active,1/1/2009,Victorian Government (Australia),Australia,"Latrobe Valley, Gippsland Region","CarbonNet, organised by the Victorian Government, is a CO2 storage hub collecting captured CO2 from Latrobe Valley industry.  It aims to capture 3 and 5 Mt of CO2 per annum from a number of high emissions sources and inject in a common reservoir",Multiple CO2 Sources,http://www.energyandresources.vic.gov.au/energy/carbon-capture-and-storage/the-carbonnet-project,,,Tonnes per Day,-38.131486,146.363143,"13,700"
Big Sky Development Phase - Kevin Dome Project,Storage,Pre-Injection Monitoring,Active,7/25/2011,Montana State University,United States,Kevin,"The original intent: inject 1 MMT naturally occurring CO2 from Kevin Dome into Duperow.  However, pre-injection monitoring indicated dissolved solids content of formation fluid at injection well was too low to allow for large-scale injection.",Kevin Dome,http://www.netl.doe.gov/publications/factsheets/project/NT42587.pdf,,,Tonnes Total,48.859252,-111.721966,"1,000,000"
Yanchang Integrated Carbon Capture and Storage Demonstration Project,Capture & Storage,Capture Ongoing,Active,1/1/2017,Shaanxi Yanchang Petroleum Group,China,Jingbian,"The second phase would capture 360,000 tonnes per annum of CO2 or greater from a gasification facility associated with industrial plants of the Shaanxi Yanchang-China National Coal Yulin Energy Chemical company. Construction has commenced.",Yanchang ICCS Demonstration Project,https://www.globalccsinstitute.com/projects/yanchang-integrated-carbon-capture-and-storage-demonstration-project,,Cold Methanol (Rectisol),Tonnes per Day,37.4316,108.92,137
W.A. Parish Post-Combustion CO2 Capture and Sequestration Project,Capture & Storage,Plant in Operation,Active,6/1/2010,NRG Energy Inc.,United States,Thompsons,"Petra Nova Parish Holdings will retrofit a CO2 capture plant on an existing coal-fired power plant (W.A. Parish Generating Station) located in Thompsons, Texas, which is southwest of Houston.90% capture of a 240 Mwe flue stream. Commercial 1/10/2017.",W.A. Generating Station,http://www.netl.doe.gov/research/coal/project-information/fe0003311,,Solvents,Tonnes per Day,29.477664,-95.635021,"3,836"
Veolia Environment CCS Project,Capture & Storage,Planning,Active,1/1/2013,Veolia Environment,France,Claye-Souilly,"CO2 will be produced by the existing landfill biogas-to-energy units and the CO2 will be injected into a saline aquifer more then 1,500 meters deep.  Project start-up from storage was estimated to begin in 2010.",Claye Souilly Treatment Plant,http://www.zeroco2.no/projects/veolia-environnement-ccs-project,,Multiple,Tonnes per Day,48.955353,2.729149,548
Val Verde NG Plants,Capture & Storage,Injection Ongoing,Active,1/1/1998,MCN Energy Group,United States,Terrell/Pyros,"4 different NG processing plants contribute to CO2 pipeline (Terrell, Gray Ranch, Mitchell, Puckett).  Oldest CO2 pipeline in the US, began distribution to west Texas oilfields in 1972.","Val Verde Natural Gas plants (Terrell, Gray Ranch, Mitchell, Puckett)",http://www.zeroco2.no/projects/val-verde-natural-gas-plants,,Gas Separation,Tonnes per Day,29.804012,-101.167563,"3,562"
Uthmaniyah CO2 EOR Demo Project,Capture & Storage,Injection Ongoing,Active,1/1/2015,Saudi Aramco,Saudi Arabia,"Ghawar oil field, Uthmaniyah production unit",CO2 gas separation process capture and 70km transport to injection in Uthmaniyah Field for EOR and storage purposes.,Hawiyah Natural Gas Liquids Recovery Plant,http://www.globalccsinstitute.com/project/uthmaniyah-co2-eor-demonstration-project-0,,Amines,Tonnes per Day,24.807775,49.356405,"2,192"
Tarong Plant Algae Oil Project,Capture & Storage,Plant in Operation,Active,1/1/2013,MBD Energy,Australia,Nanango,A one hectare project will use the power station's CO2-laden flue-gas to feed a Bio-CCS Algal Synthesizer.,Tarong Power Plant,http://www.mbdenergy.com/home_construction.php,,Bio CCS Algal Synthesizer,Tonnes per Day,-26.783863,151.915747,2
Taichung CCS,Capture & Storage,Planning,Active,1/1/2014,Taiwan Power Company,Taiwan,Longjing,"Planning a trial carbon capture programme at its Taichung coal-fired power station. The captured CO2 will be injected below the seabed off Taiwans west coast for permanent storage. The project will capture 10,000 tonnes of CO2 from the plant by 2014.",Taichung Power Station,http://www.zeroco2.no/projects/taichung-ccs-1,,,Tonnes Total,24.214745,120.479255,"10,000"
South Korea CCS2,Capture & Storage,Site Selection,Active,10/16/2009,Korean Electric Power Corporation,South Korea,undecided: Samcheonpo or Taean,Proposed plan to construct a 300 MW oxy-fuwel or IGCC plant and capture CO2 using either pre- or oxy-fuel combustion.  1.2 Million tonnes per year of CO2 will be transported by ship and stored in saline aquifers.  Sites have not been selected.,proposed 500 Mw plant,http://www.zeroco2.no/projects/korea-ccs2,,Oxy-fuel Combustion,Tonnes per Day,36.47430676,127.9467773,"3,288"
Snøhvit Field LNG and CO2 Storage Project,Capture & Storage,Injection Ongoing,Active,4/22/2008,Statoil,Norway,offshore Barents Sea,Snøhvit gas field developed by Statoil is in the Barents Sea where gas is extracted and the CO2 is separated from the gas and injected into Tubasen sandstone formation 2600 m below the seabed. Gas is transported to shore to strip the CO2 and produce LNG.,Snøhvit Field and Hammerfest LNG Plant,http://www.zeroco2.no/projects/snoehvit,,Amines,Tonnes per Day,70.6877507,23.597363,"1,918"
Sleipner Project,Capture & Storage,Injection Ongoing,Active,8/1/1996,Statoil,Norway,offshore North Sea,The Sleipner West natural gas field in the North Sea produces CO2 from the gas. The CO2 is separated from the gas and reinjected into the Sleipner West gas field in the Utrisa formation to meet specifications.,Statoil Sleipner West Gas Field,https://www.statoil.com/en/what-we-do/norwegian-continental-shelf-platforms/sleipner.html,,Amines,Tonnes per Day,58.188087,2.731416,"2,740"
Sinopec Shengli Power Plant CCS Project,Capture & Storage,Engineering design,Active,1/1/2018,China National Petroleum Company.,China,Dongying City,"Flue gas desulfurization (FGD) and De-NOx units are equipped to the Phase III power Production Units, with typical post-combustion CO2 capture process is used in the project. For EOR. May also be called Shengli Dongying power station.",Sinopec Shengli Power Plant CCS Project,https://www.globalccsinstitute.com/projects/sinopec-shengli-power-plant-ccs-project,,Amines,Tonnes per Day,37.46,118.49,"2,740"
Searles Valley Minerals,Capture & Storage,Plant in Operation,Active,1/1/1978,Searles Valley Minerals,United States,Trona,The CO2 is captured from the flue gas of a coal power plant.,Power Plant Capture,http://www.zeroco2.no/projects/searles-valley-minerals,,Amines,Tonnes per Day,35.759809,-117.376175,740
Petrobras Miranga CO2 injection,Capture & Storage,Injection Ongoing,Active,1/1/2009,Petrobras,Brazil,Pojuca,"Project involves testing three different storage scenarios i- namely, EOR, depleted gas reservoir and saline aquifer storage.  Goal - develop technologies that could be used in to mitigate emissions from the Santos basins pre-salt cluster of fields.",Natural CO2,http://www.zeroco2.no/projects/petrobras-ccs,,MTR Membrane System,Tonnes per Day,-12.36519,-38.273056,400
Petrobras Lula Oil Field Offshore CCS Project,Capture & Storage,Injection Ongoing,Active,3/1/2011,Petrobras,Brazil,Lula Oil Field,Petrobras has begun CO2 re-injection from an off-shore gas extraction platform in 2013.  CO2 is found with the natural gas located within the Lula Oil Field.  The CO2 will be captured during gas extraction and then re-injected to enhance NG extraction.,CO2 reinjection from Lula Oil Field,http://www.globalccsinstitute.com/project/petrobras-lula-oil-field-ccs-project,,,Tonnes per Day,-25.595699,-42.331474,"1,918"
PEMEX CCS Project,Capture & Storage,Injection Ongoing,Active,1/1/2004,Petróleos Mexicanos (PEMEX),Mexico,Carmito Gas Field,The project is injecting 40 Mcf per day into Carmito field for EOR/EGR,Gas Separation at Carmito Gas Field,http://www.halliburton.com/en-US/ps/solutions/clean-energy/carbon-capture-storage/project-experience/Mexico.page?node-id=hgeyxthv,,Not currently specified,Tonnes Total,17.638724,-92.941641,"8,459,550"
OXYCFB300 Compostilla Project,Capture & Storage,Capture Ongoing,Active,1/1/2009,Endesa,Spain,Cubillos del Sil,"300 MWe Circulating Fluidised Bed (CFB) supercritical oxycombustion plant, with CO2 storage in a deep saline formation.  Project has been divided into two distinct phases to significantly reduce the economic and technical risks.",300 MWe demo plant at the Compostilla Power Station,http://www.ieaghg.org/docs/General_Docs/OCC2/Presentations/2_OXYCFB300_Compostilla_OCC2_ML.pdf,,Oxy-fuel Combustion,Tonnes Total,42.613066,-6.563108,"100,000"
Otway Basin Project - CO2CRC,Capture & Storage,Injection Ongoing,Active,4/2/2008,CO2CRC - Cooperative Research Centre for Greenhouse Gas Technologies,Australia,Otway Basin,Stage 1 of the Otway project is in the post-injection monitoring phase (CO2 injection into a depleted gas field).  Stage 2 of the Otway project is beginning with an evaluation of residual gas trapping in saline formations.,Buttress No. 1 Well Methane Production,http://www.co2crc.com.au/otway/,,,Tonnes Total,-38.530524,142.811616,"80,000"
Ordos Basin Project,Capture & Storage,Plant in Operation,Active,12/30/2008,Shenhua Coal Trading,China,Ordos Basin,"The coal to liquids (CTL) plant will use about 4.1 million MT coal/year to produce 24,000 Barrels/Day. The plant separated and injected 170,000 tons CO2 into the Ordos Basin.",Shenhua CTL Plant,http://www.globalccsinstitute.com/project/shenhua-ordos-ctl-project-phase-2,,,Tonnes per Day,39.330467,110.151331,"9,590"
Oakdale NG Processing,Capture & Storage,Capture Ongoing,Active,1/1/2007,Blue Source,United States,La Veta (near),Natural gas plant successful capture of vent stack CO2 flowing from a natural gas processing plant to an EOR site. The plant will use membrane separation and transport the CO2 over a 16 mile pipeline.,La Veta NG Plant,http://globalenergyobservatory.org/geoid/40260,,,Tonnes per Day,37.539456,-105.104697,"1,096"
Northwest Upgrader Refinery,Capture & Storage,Developing Infrastructure,Active,1/1/2011,North West Redwater,Canada,Amelia, The gasification process will break apart the bitumen to produce hydrogen and CO2. The CO2 is in a purchase agreement with Enhance Energy.,North West Upgrading Refinery,http://www.dailyoilbulletin.com/article/2015/5/11/north-west-upgrading-ceo-optimistic-about-projects/,,,Tonnes per Day,53.841572,-113.112056,"3,288"
MRCSP Development Phase - Michigan Basin Project,Capture & Storage,Injection Ongoing,Active,10/1/2005,Battelle Memorial Institute,United States,Gaylord,Performing injection test of at least 1 million metric tons of CO2 into geologic formations associated with EOR.,Natural Gas Processing Facility,http://www.netl.doe.gov/publications/factsheets/project/NT42589.pdf,,Gas Separation,Tonnes Total,45.019154,-84.529174,"1,000,000"
Mongstad Cogeneration Plant with CO2 Storage,Capture & Storage,Plant in Operation,Active,1/1/2010,Statoil,Norway,Mongstad, Full scale capture and storage plans were cancelled. It was to capture approximately 1.5 million tonnes CO2/yr.,Mongstad combined heat and power plant,http://sequestration.mit.edu/tools/projects/statoil_mongstad.html,,Alstom Chilled Ammonia Process,Tonnes per Day,60.81358337,5.028857231,274
Korea CCS1,Capture & Storage,Site Selection,Active,1/1/2018,Korean Electric Power Corporation,South Korea,,Proposed plan to construct a 300 coal-fired or IGCC plant and capture CO2 using either post-combustion. 1.2 million tonnes per year of CO2 will be transported to one of 4 saline aquifers under review.  Sites have not been selected.,300 MW coal-fired power plant TBD,http://www.globalccsinstitute.com/project/korea-ccs-1,,Amines,Tonnes per Day,37.45,129.165,"2,740"
Klemetsrud Waste to Energy Plant,Capture & Storage,Capture Ongoing,Active,,Oslo Municipality Waste-to-Energy Agency,Norway,Oslo,The five-month test will employ Akers mobile test unit to investigate the effectiveness of the companys amine-based CO2 capture technology for use on waste-to-energy plants. Several alternate capture techs will be sampled.,Klemetsrud Waste-to-Energy Plant,http://www.vivis.de/phocadownload/Download/2017_eaa/2017_EaA_133-144_Stuen.pdf,,Amines,,59.840298,10.836658,
K12-B CO2 Injection Project,Capture & Storage,Injection Ongoing,Active,5/1/2004,GDF SUEZ E&P Nederland B.V.,Netherlands,North Sea,The goal is to test the potential of storing CO2 in a depleted gas field and evaluate the potential for enhanced gas recovery (EGR).  The K12-B platform is compressing the CO2 and injecting it into the gas fields for storage and monitoring along with EGR.,Gas de France's K12-B Platform,http://ieaghg.org/docs/General_Docs/2modmon_pres/10.7%20Vincent%20Vandeweijer%20-%20Monitoring%20and%20Modelling%20at%20K12-B.pdf,,MDEA Gas Separation Process,Tonnes per Day,53.341915,3.896861,55
Jilin Oil Field EOR,Capture & Storage,Injection Ongoing,Active,1/1/2016,China National Petroleum Company,China,Songyuan,Project is in 2 phases.  Phase I will inject 200K tonnes and Phase II will increase to 800K to 1 Million tons/year. Pipeline is expected to be 21 miles long. Cumulative CO2 injection of one million tonnes was reached in the first half of 2016.,Songyuan Natural Gas Processing Plant,http://www.globalccsinstitute.com/projects/petrochina-jilin-oil-field-eor-project-phase-2,,Amines,Tonnes per Day,45.119225,124.798169,"2,192"
Illinois Industrial Carbon Capture and Storage Project,Capture & Storage,Plant in Operation,Active,11/6/2009,Archer Daniels Midland,United States,Decatur,Develop and demonstrate an integrated system of CO2 processing and transport from an ethanol plant to the Mt. Simon Sandstone Formation (saline reservoir) for geologic sequestration.,Archer Daniels Midland Biofuels Plant,https://www.netl.doe.gov/research/coal/project-information/FE0001547,,Amines,Tonnes per Day,39.88403,-88.887398,"2,740"
Hiroshima Pilot Plant,Capture & Storage,Plant in Operation,Active,1/1/2014,Mitsubishi Heavy Industries,Japan,Hiroshima,The Hiroshima pilot plant has a CO2 recovery capacity of 2 metric tons per day and commenced operation in 2004.,Hiroshima R&D Center,No specific project link identified.,,Solvents,,34.233333,132.216667,
Greengen Project in China,Capture & Storage,Developing Infrastructure,Active,12/1/2009,GreenGen Co. Ltd.,China,Tianjin,"The activities include coal gasification, hydrogen production and power generation, and carbon sequestration. Technical goals are to complete an industrial demonstration project of 400MW before 2020. Approx. 2 million metric tons of CO2 to be captured.",400 MW Gasification Plant,http://sequestration.mit.edu/tools/projects/greengen.html,,,,39.1037941,117.2521591,
Great Lakes Energy Research Park,Capture & Storage,Planning,Active,1/1/2015,"M&M Energy, LLC",United States,Alma,"The IGCC plant will be a polygeneration plant producing steam, electricity, and hydrogen. The plant will use Concophillips E-Gas technology. Captured CO2 will be used recover up to 1 billion barrells of ""stranded oil"" from the Michigan Basin using EOR.",Alma IGCC plant,http://www.mandmenergy.com/index-2.html,,ConocoPhillips E-Gas Gasification,% Reduction,43.38488,-84.630136,90
Gorgon Project,Capture & Storage,Plant in Operation,Active,1/1/2009,Chevron,Australia,Barrow Islands,"Natural gas will be produced from sub-sea wells and transported to Barrow Island via pipelines at Barrow Island, at which the gas will be processed into LNG. CO2 will be separated (approx. 2.5 to 3 million tons/year) and reinjected into the gas field.",CO2 Separated during LNG process,http://www.chevronaustralia.com/our-businesses/gorgon,,,Tonnes per Day,-20.77690888,115.460907,"9,042"
Eni and Enel CCS Project,Capture & Storage,Capture Ongoing,Active,9/1/2010,Enel and Eni,Italy,Cortemaggiore,"Enel will trap CO2 from a coal-fired power station in Brindisi and transport the CO2 to the Eni-owned Stogit natural gas field in Cortemaggiore. Enel will be capable of capturing 2 tonnes of CO2/hr while Eni plans to inject about 8,000 tonnes of CO2/yr.",Federico II Power Plant,http://www.powermag.com/italys-enel-and-eni-join-forces-on-pilot-ccs-project/,,Amines,Tonnes per Day,44.99508667,9.939902306,22
Enel Brindisi CCS Project,Capture & Storage,Capture Ongoing,Active,1/1/2010,Enel,Italy,Brindisi,"Enel and Eni signed a strategic cooperation agreement to develop systems for the capture, transport and geological sequestration of CO2 and for the joint construction of Italy's first carbon capture and storage project.  Injection into a saline reservoir.",Federico II Brindisi Coal-Fired Power Plant,http://www.zeroco2.no/projects/brindisi,,Amines,Tonnes per Day,40.566917,18.031435,22
Enecogen Cryogenic CO2 Capture,Capture & Storage,Plant in Operation,Active,1/1/2013,Eneco,Netherlands,Maasvlakte (Rotterdam),ENECOGEN intends to build an 850 MW natural-gas fired plant using cyrogenic CO2 capture to initially capture about 9K tonnes of CO2/year. The cryogenic capture process will use about 50% of their cooling need from Liongas LNG Terminal.,Enecogen gas fired CHP Power Plant,http://www.icis.com/resources/news/2006/11/21/9291955/enecogen-plans-dutch-ccgt-carbon-capture/,,Cryogenic,Tonnes per Day,51.961685,4.09398,25
Collie South West Hub Project,Capture & Storage,Developing Infrastructure,Active,6/1/2009,Western Australian Department of Mines and Petroleum,Australia,Between Kwinana and Collie,This is a Carbon Capture and Storage research and demonstration project aimed at collecting captured carbon dioxide from coal fired power stations and other industry in the area southwest of Perth in Western Australia and injecting it into saline.,Multiple Sources,http://www.zeroco2.no/projects/collie-south-west-hub,,,Tonnes per Day,-33.501991,116.330709,"6,850"
CO2EuroPipe,Capture & Storage,Planning,Active,4/1/2009,Toegepast Natuurwetenschappelijk Onderzoek - TNO,European Union,Europe,"This project aims at paving the road towards large-scale, Europe-wide infrastructure for the transport and injection of CO2 from zero-emission plants.  The project will result in a roadmap for CO2 transport infrastructure.",Multiple plants integrated through CO2 pipelines,http://www.co2europipe.eu/,,,,50.382708,10.92342,
CO2 Capture from Coffeyville Fertilizer Plant,Capture & Storage,Injection Ongoing,Active,1/1/2013,Coffeyville Resources,United States,Coffeyville,"Coffeyville Resources Nitrogen Fertilizers sends CO2 for use in enhanced oil recovery operations at Chaparrals North Burbank Oil Unit in Osage County, northeastern Oklahoma.",Coffeyville Resources Nitrogen Fertilizer Plant,https://www.globalccsinstitute.com/projects/coffeyville-gasification-plant,,Not currently specified,Tonnes per Day,37.046926,-95.608486,"2,400"
Century Plant Gas Processing,Capture & Storage,Plant in Operation,Active,10/8/2010,Occidental Petroleum,United States,Pecos County,"Occidental Petroleum signed an agreement with SandRidge Energy in 2008 to develop the gas processing plant and related pipeline infrastructure. The first train came online in late 2010, and the second train is due to be operational by 2012.",Century Gas Processing Plant,http://www.zeroco2.no/projects/century-plant,,,Tonnes per Day,30.808782,-102.617342,"23,016"
CarbFix,Capture & Storage,Injection Ongoing,Active,1/1/2007,Carb Fix,Iceland,Hellisheidarvirkjun,"CO2 obtained from the Hellisheidi geothermal power plant's steam recovery will be concentrated dissolved in water, and injected into nearby basalts between 400m and 800m.  Use this to study mineralization of CO2 in basalts.",Hellisheidi Geothermal Power Plant,https://www.or.is/en/projects/carbfix,,,Tonnes per Day,64.036435,-21.396845,5
Boundary Dam Integrated CCS Project,Capture & Storage,Plant in Operation,Active,1/1/2014,SaskPower,Canada,Estevan,The captured CO2 is sold and transported by pipeline to nearby oil fields in southern Saskatchewan where it will be used for enhanced oil recovery. CO2 not used for enhanced oil recovery will be stored in the Aquistore Project.,Boundary Dam Power Station,https://www.saskpower.com/our-power-future/infrastructure-projects/carbon-capture-and-storage/boundary-dam-carbon-capture-project,,Amines,Tonnes per Day,49.096174,-103.030653,"2,740"
Aquistore Project,Capture & Storage,Injection Ongoing,Active,1/1/2009,Petroleum Technology Research Centre (PTRC),Canada,Estevan,"Aquistore is an independent research and monitoring project that intends to demonstrate storing liquid CO2 deep underground; in partnership with the Boundary Dam CCS project. Project stored 107,000 cumulative metric tons of CO2 as of February 15, 2017.",SaskPower's Boundary Dam Power Station,http://www.zeroco2.no/projects/aquistore-ccrl-refinery-in-regina,,Amines,Tonnes per Day,49.095559,-103.07764,"1,000"
Alberta Carbon Trunk Line,Capture & Storage,Developing Infrastructure,Active,1/1/2012,Enhance Energy,Canada,south-central,The Alberta Carbon Trunk Line (ACTL) is capable of gathering CO2 from several sources and transporting the CO2 to existing mature oil fields for EOR. The total pipeline distance is about 150 miles.,North West Upgrading Inc. and Agrium Inc,https://canada.constructconnect.com/dcn/news/Resource/2016/11/Worlds-biggest-CO2-pipeline-set-to-begin-final-phase-1020064W,,,Tonnes per Day,53.788356,-112.961851,"40,004"
UKy-CAER Heat-integrated Transformative CO2 Capture Process for Pulverized Coal Power Plants,Capture,Engineering design,Active,4/1/2018,University of Kentucky Research Foundation,United States,Bedford,Selected for Phase I (Feasibility); Two projects to be downselected for Phase III (Construction/Operation),Trimble County Generating Station LG&E and KU,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031583,,UKy-CAER Heat-integrated Transformative CO2 Capture Process,,38.586201,-85.412379,
Sumitomo Chemicals Capture Project,Capture,Plant in Operation,Active,1/1/1994,Sumitomo Chemicals,Japan,Ichihara,CO2 scrubbing system installed for treatment of flue gases generated from on-site boilers and coal/oil boilers.  Approx 150 tonnes/day of CO2 captured.,Sumitomo Plant,http://www.zeroco2.no/projects/sumitomo-chemicals-plant-chiba-japan,,Fluor Econamine,Tonnes per Day,35.475659,140.028774,150
Sigma Power Ariake Mikawa,Capture,Plant in Operation,Active,8/1/2009,Toshiba Corporation,Japan,Omuta City,The Mikawa pilot plant is designed to capture 10 tons of CO2 a day from flue gas of the boiler of the coal-fired thermal power plant.,Mikawa Power Station,http://www.toshiba.co.jp/about/press/2008_12/pr0301.htm,,Amines,Tonnes per Day,33.020082,130.421904,10
Shute Creek Plant,Capture,Capture Ongoing,Active,12/1/2009,ExxonMobil,United States,west of Labarge,"CO2 capture and storage has been utilized at the facility since 1987, mostly used for EOR.",Shute Creek Treating Facility,http://www.globalccsinstitute.com/project/shute-creek-gas-processing-facility,,ExxonMobil Controlled Freeze Zone (CFZ),Tonnes per Day,42.261909,-110.194623,"1,096"
Scottish and Southern Energy - West Yorkshire,Capture,Plant in Operation,Active,11/30/2011,Scottish and Southern Energy,England,Ferrybridge,"In capturing 100 tonnes of carbon dioxide daily, the plant bridges the gap between small pilot trials that are underway and the commercial-scale demonstration projects.  CO2 is to be stored in North Sea",Ferrybridge Power Station,http://uk.reuters.com/article/2011/11/30/uk-carbon-capture-pilot-idUKTRE7AT1CI20111130,,Amines,Tonnes per Day,53.717405,-1.279432,100
Scale-Up and Testing of Advanced Polaris Membrane CO2 Capture Technology,Capture,Engineering design,Active,,"Membrane Technology and Research, Inc (MTR)",Norway,Bergen,"Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,,MTR Polaris Membrane System,,60.803324,5.027942,
RWE nPower - Aberthaw Capture Project in UK,Capture,Capture Ongoing,Active,1/1/2011,RWE nPower,United Kingdom,South Wales,"RWE npower, is building a combined SO2 and CO2 capture pilot plant at the UK Aberthaw coal-fired power plant. It will be a 3 MW plant that will capture up to 50 tonnes of CO2 per day.",Aberthaw Power Station,http://www.rwe.com/web/cms/en/1776080/rwe-generation-se/fuels/location-overview/uk/aberthaw-power-station/,,Cansolv Technologies' Capture Technology,Tonnes per Day,51.387226,-3.406614,50
